"gene_id","transcript_id","protein_id","seqnames","strand","exon_number","product","start_transcript","end_transcript","start_gene","end_gene","transcript_number","Chrm.ID"
"FOXG_04428","XM_018382441.1","XP_018239155.1","NC_030989.1","-","3","hypothetical protein",4442404,4443802,4442404,4443802,1,"Chromosome_4"
"FOXG_04429","XM_018382442.1","XP_018239156.1","NC_030989.1","+","2","hypothetical protein",4448953,4451352,4448953,4451352,1,"Chromosome_4"
"FOXG_04430","XM_018382443.1","XP_018239157.1","NC_030989.1","+","5","hypothetical protein",4453124,4455921,4453124,4455921,1,"Chromosome_4"
"FOXG_04431","XM_018382444.1","XP_018239158.1","NC_030989.1","+","8","hypothetical protein",4457527,4462703,4457527,4462703,3,"Chromosome_4"
"FOXG_04431","XM_018382445.1","XP_018239159.1","NC_030989.1","+","6","hypothetical protein",4457763,4462703,4457527,4462703,3,"Chromosome_4"
"FOXG_04431","XM_018382446.1","XP_018239160.1","NC_030989.1","+","6","hypothetical protein",4457763,4461838,4457527,4462703,3,"Chromosome_4"
"FOXG_18829","XM_018398965.1","XP_018239161.1","NC_030989.1","+","1","hypothetical protein",4462725,4464077,4462725,4464077,1,"Chromosome_4"
"FOXG_04433","XM_018382447.1","XP_018239162.1","NC_030989.1","-","1","hypothetical protein",4464258,4467883,4464258,4467883,1,"Chromosome_4"
"FOXG_04434","XM_018382448.1","XP_018239163.1","NC_030989.1","+","1","hypothetical protein",4468108,4468767,4468108,4468767,1,"Chromosome_4"
"FOXG_18830","XM_018398966.1","XP_018239164.1","NC_030989.1","+","1","hypothetical protein",4468780,4469088,4468780,4469088,1,"Chromosome_4"
"FOXG_04435","XM_018382449.1","XP_018239165.1","NC_030989.1","-","5","protein hob3",4469273,4470569,4469273,4470569,1,"Chromosome_4"
"FOXG_04436","XM_018382450.1","XP_018239166.1","NC_030989.1","+","1","PTH1 family peptidyl-tRNA hydrolase",4470673,4472477,4470673,4472477,2,"Chromosome_4"
"FOXG_04436","XM_018382451.1","XP_018239167.1","NC_030989.1","+","1","PTH1 family peptidyl-tRNA hydrolase",4470673,4472477,4470673,4472477,2,"Chromosome_4"
"FOXG_04437","XM_018382453.1","XP_018239169.1","NC_030989.1","+","3","hypothetical protein",4473271,4475536,4473271,4475536,2,"Chromosome_4"
"FOXG_04437","XM_018382452.1","XP_018239168.1","NC_030989.1","+","4","hypothetical protein",4473271,4475536,4473271,4475536,2,"Chromosome_4"
"FOXG_04438","XM_018382457.1","XP_018239173.1","NC_030989.1","-","5","F-box and leucine-rich repeat protein GRR1",4475567,4479548,4475567,4479548,5,"Chromosome_4"
"FOXG_04438","XM_018382456.1","XP_018239172.1","NC_030989.1","-","5","F-box and leucine-rich repeat protein GRR1",4475567,4479548,4475567,4479548,5,"Chromosome_4"
"FOXG_04438","XM_018382455.1","XP_018239171.1","NC_030989.1","-","4","F-box and leucine-rich repeat protein GRR1",4475567,4479548,4475567,4479548,5,"Chromosome_4"
"FOXG_04438","XM_018382454.1","XP_018239170.1","NC_030989.1","-","4","F-box and leucine-rich repeat protein GRR1",4475567,4479548,4475567,4479548,5,"Chromosome_4"
"FOXG_04438","XM_018382458.1","XP_018239174.1","NC_030989.1","-","2","F-box and leucine-rich repeat protein GRR1",4475567,4479548,4475567,4479548,5,"Chromosome_4"
"FOXG_04440","XM_018382461.1","XP_018239175.1","NC_030989.1","-","3","glutaredoxin 3",4479705,4482864,4479705,4482864,4,"Chromosome_4"
"FOXG_04440","XM_018382464.1","XP_018239178.1","NC_030989.1","-","5","glutaredoxin 3",4479705,4482693,4479705,4482864,4,"Chromosome_4"
"FOXG_04440","XM_018382462.1","XP_018239176.1","NC_030989.1","-","4","glutaredoxin 3",4479705,4482693,4479705,4482864,4,"Chromosome_4"
"FOXG_04440","XM_018382463.1","XP_018239177.1","NC_030989.1","-","4","glutaredoxin 3",4479705,4482693,4479705,4482864,4,"Chromosome_4"
"FOXG_04439","XM_018382459.1","XP_018239179.1","NC_030989.1","+","2","hypothetical protein",4479754,4482429,4479754,4482429,2,"Chromosome_4"
"FOXG_04439","XM_018382460.1","XP_018239180.1","NC_030989.1","+","3","hypothetical protein",4479791,4482406,4479754,4482429,2,"Chromosome_4"
"FOXG_04441","XM_018382465.1","XP_018239181.1","NC_030989.1","+","2","hypothetical protein",4483307,4485553,4483307,4485553,1,"Chromosome_4"
"FOXG_04442","XM_018382466.1","XP_018239182.1","NC_030989.1","+","5","60S ribosomal protein L16",4485650,4487718,4485650,4487718,1,"Chromosome_4"
"FOXG_04443","XM_018382467.1","XP_018239183.1","NC_030989.1","+","1","hypothetical protein",4488022,4489247,4488022,4489247,1,"Chromosome_4"
"FOXG_04444","XM_018382468.1","XP_018239184.1","NC_030989.1","-","2","hypothetical protein",4488990,4491316,4488990,4491316,1,"Chromosome_4"
"FOXG_04446","XM_018382470.1","XP_018239185.1","NC_030989.1","+","1","hypothetical protein",4492649,4495471,4492649,4495471,1,"Chromosome_4"
"FOXG_04445","XM_018382469.1","XP_018239186.1","NC_030989.1","-","2","hypothetical protein",4492898,4493623,4492898,4493623,1,"Chromosome_4"
"FOXG_18831","XM_018398967.1","XP_018239187.1","NC_030989.1","-","1","hypothetical protein",4495772,4496362,4495772,4496362,1,"Chromosome_4"
"FOXG_18832","XM_018398968.1","XP_018239188.1","NC_030989.1","+","1","hypothetical protein",4498135,4498296,4498135,4498296,1,"Chromosome_4"
"FOXG_04447","XM_018382471.1","XP_018239189.1","NC_030989.1","+","1","hypothetical protein",4499455,4500458,4499455,4500458,1,"Chromosome_4"
"FOXG_04448","XM_018382472.1","XP_018239190.1","NC_030989.1","-","3","hypothetical protein",4499584,4502103,4499584,4502103,1,"Chromosome_4"
"FOXG_04449","XM_018382473.1","XP_018239191.1","NC_030989.1","+","1","hypothetical protein",4502109,4505177,4502109,4505177,1,"Chromosome_4"
"FOXG_04450","XM_018382474.1","XP_018239192.1","NC_030989.1","-","1","hypothetical protein",4502864,4504487,4502864,4504487,1,"Chromosome_4"
"FOXG_04451","XM_018382475.1","XP_018239193.1","NC_030989.1","-","1","hypothetical protein",4505056,4506824,4505056,4506824,1,"Chromosome_4"
"FOXG_18833","XM_018398969.1","XP_018239194.1","NC_030989.1","-","2","hypothetical protein",4507185,4508556,4507185,4508556,2,"Chromosome_4"
"FOXG_18833","XM_018398970.1","XP_018239195.1","NC_030989.1","-","2","hypothetical protein",4507185,4508550,4507185,4508556,2,"Chromosome_4"
"FOXG_18835","XM_018398971.1","XP_018239196.1","NC_030989.1","+","1","hypothetical protein",4508301,4508402,4508301,4508402,1,"Chromosome_4"
"FOXG_18836","XM_018398972.1","XP_018239197.1","NC_030989.1","+","1","hypothetical protein",4511202,4511348,4511202,4511348,1,"Chromosome_4"
"FOXG_04452","XM_018382476.1","XP_018239198.1","NC_030989.1","+","1","hypothetical protein",4512398,4512931,4512398,4512931,1,"Chromosome_4"
"FOXG_04453","XM_018382477.1","XP_018239199.1","NC_030989.1","-","3","hypothetical protein",4513351,4514342,4513351,4514342,1,"Chromosome_4"
"FOXG_04454","XM_018382478.1","XP_018239200.1","NC_030989.1","-","3","hypothetical protein",4514580,4515504,4514580,4515504,1,"Chromosome_4"
"FOXG_04455","XM_018382479.1","XP_018239201.1","NC_030989.1","-","1","hypothetical protein",4516285,4518249,4516285,4518249,1,"Chromosome_4"
"FOXG_04456","XM_018382480.1","XP_018239202.1","NC_030989.1","+","2","hypothetical protein",4518654,4520577,4518654,4520577,1,"Chromosome_4"
"FOXG_04457","XM_018382481.1","XP_018239203.1","NC_030989.1","+","1","hypothetical protein",4521315,4522401,4521315,4522401,1,"Chromosome_4"
"FOXG_04458","XM_018382482.1","XP_018239204.1","NC_030989.1","-","4","hypothetical protein",4523528,4525395,4523528,4525395,1,"Chromosome_4"
"FOXG_04459","XM_018382483.1","XP_018239205.1","NC_030989.1","+","2","hypothetical protein",4526059,4527355,4526059,4527355,1,"Chromosome_4"
"FOXG_04460","XM_018382484.1","XP_018239206.1","NC_030989.1","+","3","hypothetical protein",4527798,4529636,4527798,4529636,1,"Chromosome_4"
"FOXG_04461","XM_018382485.1","XP_018239207.1","NC_030989.1","+","2","hypothetical protein",4530594,4532197,4530594,4532197,1,"Chromosome_4"
"FOXG_04462","XM_018382486.1","XP_018239208.1","NC_030989.1","-","1","hypothetical protein",4532243,4533373,4532243,4533373,1,"Chromosome_4"
"FOXG_18837","XM_018398973.1","XP_018239209.1","NC_030989.1","-","3","hypothetical protein",4533835,4534733,4533835,4534733,1,"Chromosome_4"
"FOXG_04463","XM_018382487.1","XP_018239210.1","NC_030989.1","+","3","hypothetical protein",4535007,4536695,4535007,4536695,1,"Chromosome_4"
"FOXG_04464","XM_018382488.1","XP_018239211.1","NC_030989.1","+","4","hypothetical protein",4536883,4538685,4536883,4538685,1,"Chromosome_4"
"FOXG_04465","XM_018382489.1","XP_018239212.1","NC_030989.1","+","1","hypothetical protein",4539167,4540164,4539167,4540164,1,"Chromosome_4"
"FOXG_04466","XM_018382490.1","XP_018239213.1","NC_030989.1","-","3","hypothetical protein",4540449,4541744,4540449,4541744,1,"Chromosome_4"
"FOXG_18838","XM_018398974.1","XP_018239214.1","NC_030989.1","+","1","hypothetical protein",4542607,4542837,4542607,4542837,1,"Chromosome_4"
"FOXG_18839","XM_018398975.1","XP_018239215.1","NC_030989.1","+","1","hypothetical protein",4543720,4544748,4543720,4544748,1,"Chromosome_4"
"FOXG_04467","XM_018382491.1","XP_018239216.1","NC_030989.1","-","1","hypothetical protein",4544993,4546300,4544993,4546300,1,"Chromosome_4"
"FOXG_04468","XM_018382492.1","XP_018239217.1","NC_030989.1","+","1","hypothetical protein",4548127,4549791,4548127,4549791,1,"Chromosome_4"
"FOXG_18840","XM_018398976.1","XP_018239218.1","NC_030989.1","-","2","hypothetical protein",4550098,4550990,4550098,4550990,1,"Chromosome_4"
"FOXG_04469","XM_018382493.1","XP_018239219.1","NC_030989.1","-","2","hypothetical protein",4551317,4553675,4551317,4553675,1,"Chromosome_4"
"FOXG_04470","XM_018382494.1","XP_018239220.1","NC_030989.1","+","2","hypothetical protein",4554907,4557128,4554907,4557128,1,"Chromosome_4"
"FOXG_04471","XM_018382495.1","XP_018239221.1","NC_030989.1","-","1","hypothetical protein",4558076,4559500,4558076,4559500,1,"Chromosome_4"
"FOXG_04472","XM_018382496.1","XP_018239222.1","NC_030989.1","-","4","hypothetical protein",4565678,4572936,4565678,4572936,1,"Chromosome_4"
"FOXG_04473","XM_018382497.1","XP_018239223.1","NC_030989.1","+","2","hypothetical protein",4573126,4575643,4573126,4575643,1,"Chromosome_4"
"FOXG_04474","XM_018382498.1","XP_018239224.1","NC_030989.1","+","3","hypothetical protein",4577249,4578556,4577249,4578556,1,"Chromosome_4"
"FOXG_04475","XM_018382499.1","XP_018239225.1","NC_030989.1","+","2","cyclin H",4578803,4579892,4578803,4579892,1,"Chromosome_4"
"FOXG_04476","XM_018382500.1","XP_018239226.1","NC_030989.1","+","4","hypothetical protein",4580884,4582152,4580884,4582152,1,"Chromosome_4"
"FOXG_18841","XM_018398977.1","XP_018239227.1","NC_030989.1","-","1","hypothetical protein",4582125,4582966,4582125,4582966,1,"Chromosome_4"
"FOXG_04477","XM_018382502.1","XP_018239229.1","NC_030989.1","+","4","hypothetical protein",4585727,4587380,4585727,4587380,2,"Chromosome_4"
"FOXG_04477","XM_018382501.1","XP_018239228.1","NC_030989.1","+","5","hypothetical protein",4585727,4587380,4585727,4587380,2,"Chromosome_4"
"FOXG_04478","XM_018382503.1","XP_018239230.1","NC_030989.1","+","2","hypothetical protein",4587945,4588575,4587945,4588575,1,"Chromosome_4"
"FOXG_04479","XM_018382504.1","XP_018239231.1","NC_030989.1","-","4","hypothetical protein",4588536,4590537,4588536,4590537,1,"Chromosome_4"
"FOXG_04480","XM_018382505.1","XP_018239232.1","NC_030989.1","+","5","hypothetical protein",4590971,4593682,4590971,4593682,2,"Chromosome_4"
"FOXG_04480","XM_018382506.1","XP_018239233.1","NC_030989.1","+","4","hypothetical protein",4591348,4593682,4590971,4593682,2,"Chromosome_4"
"FOXG_04481","XM_018382507.1","XP_018239234.1","NC_030989.1","-","8","hypothetical protein",4592258,4594767,4592258,4594767,2,"Chromosome_4"
"FOXG_04481","XM_018382508.1","XP_018239235.1","NC_030989.1","-","7","hypothetical protein",4592258,4594767,4592258,4594767,2,"Chromosome_4"
"FOXG_04482","XM_018382509.1","XP_018239236.1","NC_030989.1","+","2","hypothetical protein",4594921,4595998,4594921,4595998,1,"Chromosome_4"
"FOXG_04483","XM_018382510.1","XP_018239237.1","NC_030989.1","-","3","hypothetical protein",4595890,4597583,4595890,4597583,1,"Chromosome_4"
"FOXG_04484","XM_018382511.1","XP_018239238.1","NC_030989.1","-","5","hypothetical protein",4597798,4599698,4597798,4599698,2,"Chromosome_4"
"FOXG_04484","XM_018382512.1","XP_018239239.1","NC_030989.1","-","3","hypothetical protein",4597798,4599698,4597798,4599698,2,"Chromosome_4"
"FOXG_04485","XM_018382513.1","XP_018239240.1","NC_030989.1","-","3","hypothetical protein",4600000,4602085,4600000,4602085,1,"Chromosome_4"
"FOXG_04487","XM_018382515.1","XP_018239241.1","NC_030989.1","-","4","high-affinity iron transporter",4604748,4607420,4604748,4607420,3,"Chromosome_4"
"FOXG_04487","XM_018382517.1","XP_018239243.1","NC_030989.1","-","3","high-affinity iron transporter",4604964,4607420,4604748,4607420,3,"Chromosome_4"
"FOXG_04487","XM_018382516.1","XP_018239242.1","NC_030989.1","-","3","high-affinity iron transporter",4604964,4607373,4604748,4607420,3,"Chromosome_4"
"FOXG_04486","XM_018382514.1","XP_018239244.1","NC_030989.1","+","2","hypothetical protein",4604925,4607128,4604925,4607128,1,"Chromosome_4"
"FOXG_04488","XM_018382518.1","XP_018239245.1","NC_030989.1","+","5","hypothetical protein",4607457,4609823,4607457,4609823,2,"Chromosome_4"
"FOXG_04488","XM_018382519.1","XP_018239246.1","NC_030989.1","+","4","hypothetical protein",4607531,4609504,4607457,4609823,2,"Chromosome_4"
"FOXG_04489","XM_018382520.1","XP_018239247.1","NC_030989.1","-","3","hypothetical protein",4607531,4610627,4607531,4610627,2,"Chromosome_4"
"FOXG_04489","XM_018382521.1","XP_018239248.1","NC_030989.1","-","2","hypothetical protein",4607531,4610392,4607531,4610627,2,"Chromosome_4"
"FOXG_04490","XM_018382522.1","XP_018239249.1","NC_030989.1","+","1","hypothetical protein",4613502,4615211,4613502,4615211,1,"Chromosome_4"
"FOXG_04491","XM_018382523.1","XP_018239250.1","NC_030989.1","+","2","hypothetical protein",4615708,4617391,4615708,4617391,1,"Chromosome_4"
"FOXG_04492","XM_018382524.1","XP_018239251.1","NC_030989.1","-","1","hypothetical protein",4617304,4618284,4617304,4618284,1,"Chromosome_4"
"FOXG_04493","XM_018382527.1","XP_018239254.1","NC_030989.1","+","9","hypothetical protein",4619067,4624806,4619067,4624806,3,"Chromosome_4"
"FOXG_04493","XM_018382525.1","XP_018239252.1","NC_030989.1","+","9","hypothetical protein",4619067,4624806,4619067,4624806,3,"Chromosome_4"
"FOXG_04493","XM_018382526.1","XP_018239253.1","NC_030989.1","+","9","hypothetical protein",4619067,4624806,4619067,4624806,3,"Chromosome_4"
"FOXG_04494","XM_018382528.1","XP_018239255.1","NC_030989.1","-","2","cytochrome P450 oxidoreductase",4624695,4626465,4624695,4626465,1,"Chromosome_4"
"FOXG_04495","XM_018382529.1","XP_018239256.1","NC_030989.1","+","2","cytochrome-b5 reductase",4627104,4628553,4627104,4628553,1,"Chromosome_4"
"FOXG_04496","XM_018382530.1","XP_018239257.1","NC_030989.1","+","4","hypothetical protein",4628735,4630774,4628735,4630774,1,"Chromosome_4"
"FOXG_04497","XM_018382531.1","XP_018239258.1","NC_030989.1","-","2","hypothetical protein",4630777,4632617,4630777,4632617,1,"Chromosome_4"
"FOXG_04498","XM_018382532.1","XP_018239259.1","NC_030989.1","+","3","hypothetical protein",4633011,4635132,4633011,4635132,3,"Chromosome_4"
"FOXG_04498","XM_018382533.1","XP_018239260.1","NC_030989.1","+","4","hypothetical protein",4633011,4635132,4633011,4635132,3,"Chromosome_4"
"FOXG_04498","XM_018382534.1","XP_018239261.1","NC_030989.1","+","4","hypothetical protein",4633011,4635129,4633011,4635132,3,"Chromosome_4"
"FOXG_04499","XM_018382535.1","XP_018239262.1","NC_030989.1","-","1","tagatose 1,6-diphosphate aldolase",4635133,4636050,4635133,4636050,1,"Chromosome_4"
"FOXG_04500","XM_018382536.1","XP_018239263.1","NC_030989.1","+","2","ribose 5-phosphate isomerase B",4636483,4637030,4636483,4637030,1,"Chromosome_4"
"FOXG_04501","XM_018382537.1","XP_018239264.1","NC_030989.1","-","3","hypothetical protein",4637497,4638473,4637497,4638473,1,"Chromosome_4"
"FOXG_04502","XM_018382538.1","XP_018239265.1","NC_030989.1","+","4","hypothetical protein",4639056,4640316,4639056,4640316,1,"Chromosome_4"
"FOXG_18842","XM_018398978.1","XP_018239266.1","NC_030989.1","+","2","hypothetical protein",4641302,4641576,4641302,4641576,1,"Chromosome_4"
"FOXG_04503","XM_018382539.1","XP_018239267.1","NC_030989.1","+","3","hypothetical protein",4641749,4642861,4641749,4642861,1,"Chromosome_4"
"FOXG_04504","XM_018382540.1","XP_018239268.1","NC_030989.1","-","1","hypothetical protein",4643752,4644882,4643752,4644882,1,"Chromosome_4"
"FOXG_18843","XM_018398979.1","XP_018239269.1","NC_030989.1","-","2","hypothetical protein",4645784,4646119,4645784,4646119,1,"Chromosome_4"
"FOXG_04505","XM_018382541.1","XP_018239270.1","NC_030989.1","-","1","hypothetical protein",4647216,4648115,4647216,4648115,1,"Chromosome_4"
"FOXG_04506","XM_018382542.1","XP_018239271.1","NC_030989.1","-","2","hypothetical protein",4649399,4649776,4649399,4649776,1,"Chromosome_4"
"FOXG_04507","XM_018382543.1","XP_018239272.1","NC_030989.1","+","1","hypothetical protein",4651712,4652671,4651712,4652671,1,"Chromosome_4"
"FOXG_18844","XM_018398980.1","XP_018239273.1","NC_030989.1","-","1","hypothetical protein",4653857,4654183,4653857,4654183,1,"Chromosome_4"
"FOXG_18845","XM_018398981.1","XP_018239274.1","NC_030989.1","-","1","hypothetical protein",4654782,4654970,4654782,4654970,1,"Chromosome_4"
"FOXG_04508","XM_018382544.1","XP_018239275.1","NC_030989.1","-","3","hypothetical protein",4654979,4656472,4654979,4656472,1,"Chromosome_4"
"FOXG_18846","XM_018398982.1","XP_018239276.1","NC_030989.1","+","1","hypothetical protein",4658166,4659915,4658166,4659915,1,"Chromosome_4"
"FOXG_04509","XM_018382545.1","XP_018239277.1","NC_030989.1","-","1","hypothetical protein",4659927,4660901,4659927,4660901,1,"Chromosome_4"
"FOXG_18847","XM_018398983.1","XP_018239278.1","NC_030989.1","-","8","serine/threonine protein kinase",4661225,4666032,4661225,4666032,1,"Chromosome_4"
"FOXG_04512","XM_018382546.1","XP_018239279.1","NC_030989.1","+","1","hypothetical protein",4666373,4668193,4666373,4668193,1,"Chromosome_4"
"FOXG_04513","XM_018382547.1","XP_018239280.1","NC_030989.1","+","2","hypothetical protein",4668487,4669742,4668487,4669742,1,"Chromosome_4"
"FOXG_04514","XM_018382548.1","XP_018239281.1","NC_030989.1","-","3","hypothetical protein",4669871,4671376,4669871,4671376,1,"Chromosome_4"
"FOXG_04515","XM_018382549.1","XP_018239282.1","NC_030989.1","-","4","hypothetical protein",4672795,4674009,4672795,4674009,1,"Chromosome_4"
"FOXG_04516","XM_018382550.1","XP_018239283.1","NC_030989.1","+","3","hypothetical protein",4675063,4676318,4675063,4676318,1,"Chromosome_4"
"FOXG_04517","XM_018382551.1","XP_018239284.1","NC_030989.1","-","1","hypothetical protein",4676046,4677520,4676046,4677520,1,"Chromosome_4"
"FOXG_04518","XM_018382552.1","XP_018239285.1","NC_030989.1","-","3","salicylate hydroxylase",4677672,4679146,4677672,4679146,1,"Chromosome_4"
